Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Request_Time,Request_Date,Request_Day,Request_Time_of_the_day,Drop_timestamp,Drop_Time,Drop_Date,Drop_Day
4195,City,85,Cancelled,2016-07-14 05:28:00,05:28:28,2016-07-14,Thursday,Early Morning,,,,
4196,City,155,Trip Completed,2016-07-14 05:29:00,05:29:40,2016-07-14,Thursday,Early Morning,2016-07-14 06:36:00,06:36:39,2016-07-14,Thursday
4197,City,177,Cancelled,2016-07-14 05:27:00,05:27:13,2016-07-14,Thursday,Early Morning,,,,
4198,Airport,13,Trip Completed,2016-07-14 05:32:00,05:32:14,2016-07-14,Thursday,Early Morning,2016-07-14 06:45:00,06:45:32,2016-07-14,Thursday
4199,City,231,Trip Completed,2016-07-14 05:32:00,05:32:23,2016-07-14,Thursday,Early Morning,2016-07-14 06:29:00,06:29:10,2016-07-14,Thursday
4200,City,,No Cars Available,2016-07-14 05:32:00,05:32:43,2016-07-14,Thursday,Early Morning,,,,
4201,City,162,Cancelled,2016-07-14 05:32:00,05:32:02,2016-07-14,Thursday,Early Morning,,,,
4202,City,256,Cancelled,2016-07-14 05:37:00,05:37:41,2016-07-14,Thursday,Early Morning,,,,
4203,City,257,Cancelled,2016-07-14 05:36:00,05:36:28,2016-07-14,Thursday,Early Morning,,,,
4204,City,43,Trip Completed,2016-07-14 05:36:00,05:36:10,2016-07-14,Thursday,Early Morning,2016-07-14 06:23:00,06:23:14,2016-07-14,Thursday
4205,City,210,Trip Completed,2016-07-14 05:35:00,05:35:58,2016-07-14,Thursday,Early Morning,2016-07-14 06:38:00,06:38:23,2016-07-14,Thursday
4206,City,184,Cancelled,2016-07-14 05:34:00,05:34:56,2016-07-14,Thursday,Early Morning,,,,
4207,City,275,Cancelled,2016-07-14 05:30:00,05:30:56,2016-07-14,Thursday,Early Morning,,,,
4208,City,,No Cars Available,2016-07-14 05:39:00,05:39:05,2016-07-14,Thursday,Early Morning,,,,
4209,City,37,Trip Completed,2016-07-14 05:37:00,05:37:01,2016-07-14,Thursday,Early Morning,2016-07-14 06:42:00,06:42:12,2016-07-14,Thursday
4210,City,128,Trip Completed,2016-07-14 05:38:00,05:38:07,2016-07-14,Thursday,Early Morning,2016-07-14 06:44:00,06:44:04,2016-07-14,Thursday
4211,City,225,Cancelled,2016-07-14 05:37:00,05:37:33,2016-07-14,Thursday,Early Morning,,,,
4212,City,228,Trip Completed,2016-07-14 05:33:00,05:33:45,2016-07-14,Thursday,Early Morning,2016-07-14 06:12:00,06:12:49,2016-07-14,Thursday
4213,City,290,Cancelled,2016-07-14 05:39:00,05:39:02,2016-07-14,Thursday,Early Morning,,,,
4214,City,244,Trip Completed,2016-07-14 05:45:00,05:45:04,2016-07-14,Thursday,Early Morning,2016-07-14 06:12:00,06:12:50,2016-07-14,Thursday
4215,Airport,82,Trip Completed,2016-07-14 05:40:00,05:40:49,2016-07-14,Thursday,Early Morning,2016-07-14 06:38:00,06:38:45,2016-07-14,Thursday
4216,Airport,189,Trip Completed,2016-07-14 05:38:00,05:38:23,2016-07-14,Thursday,Early Morning,2016-07-14 06:36:00,06:36:36,2016-07-14,Thursday
4217,City,,No Cars Available,2016-07-14 05:45:00,05:45:53,2016-07-14,Thursday,Early Morning,,,,
4218,Airport,38,Trip Completed,2016-07-14 05:38:00,05:38:17,2016-07-14,Thursday,Early Morning,2016-07-14 06:24:00,06:24:48,2016-07-14,Thursday
4219,City,,No Cars Available,2016-07-14 05:42:00,05:42:18,2016-07-14,Thursday,Early Morning,,,,
4220,City,,No Cars Available,2016-07-14 05:43:00,05:43:43,2016-07-14,Thursday,Early Morning,,,,
4221,Airport,156,Trip Completed,2016-07-14 05:46:00,05:46:40,2016-07-14,Thursday,Early Morning,2016-07-14 06:35:00,06:35:16,2016-07-14,Thursday
4222,City,227,Cancelled,2016-07-14 05:44:00,05:44:07,2016-07-14,Thursday,Early Morning,,,,
4223,City,275,Cancelled,2016-07-14 05:46:00,05:46:02,2016-07-14,Thursday,Early Morning,,,,
4224,City,298,Trip Completed,2016-07-14 05:49:00,05:49:16,2016-07-14,Thursday,Early Morning,2016-07-14 06:54:00,06:54:57,2016-07-14,Thursday
4225,City,300,Cancelled,2016-07-14 05:46:00,05:46:06,2016-07-14,Thursday,Early Morning,,,,
4226,City,193,Cancelled,2016-07-14 05:46:00,05:46:51,2016-07-14,Thursday,Early Morning,,,,
4227,Airport,203,Trip Completed,2016-07-14 05:49:00,05:49:34,2016-07-14,Thursday,Early Morning,2016-07-14 06:53:00,06:53:22,2016-07-14,Thursday
4228,City,,No Cars Available,2016-07-14 05:53:00,05:53:49,2016-07-14,Thursday,Early Morning,,,,
4229,City,,No Cars Available,2016-07-14 05:56:00,05:56:44,2016-07-14,Thursday,Early Morning,,,,
4230,City,61,Cancelled,2016-07-14 05:50:00,05:50:10,2016-07-14,Thursday,Early Morning,,,,
4231,City,144,Cancelled,2016-07-14 05:56:00,05:56:33,2016-07-14,Thursday,Early Morning,,,,
4232,City,259,Cancelled,2016-07-14 05:55:00,05:55:47,2016-07-14,Thursday,Early Morning,,,,
4233,Airport,55,Trip Completed,2016-07-14 05:51:00,05:51:41,2016-07-14,Thursday,Early Morning,2016-07-14 06:58:00,06:58:26,2016-07-14,Thursday
4234,City,185,Trip Completed,2016-07-14 05:59:00,05:59:10,2016-07-14,Thursday,Early Morning,2016-07-14 07:01:00,07:01:16,2016-07-14,Thursday
4235,City,181,Cancelled,2016-07-14 05:51:00,05:51:55,2016-07-14,Thursday,Early Morning,,,,
4236,City,267,Cancelled,2016-07-14 05:53:00,05:53:18,2016-07-14,Thursday,Early Morning,,,,
4237,City,,No Cars Available,2016-07-14 05:52:00,05:52:54,2016-07-14,Thursday,Early Morning,,,,
4238,City,78,Cancelled,2016-07-14 05:54:00,05:54:41,2016-07-14,Thursday,Early Morning,,,,
4239,City,192,Cancelled,2016-07-14 05:56:00,05:56:04,2016-07-14,Thursday,Early Morning,,,,
4240,City,,No Cars Available,2016-07-14 05:56:00,05:56:28,2016-07-14,Thursday,Early Morning,,,,
4241,City,,No Cars Available,2016-07-14 06:01:00,06:01:09,2016-07-14,Thursday,Early Morning,,,,
4242,City,34,Cancelled,2016-07-14 06:03:00,06:03:16,2016-07-14,Thursday,Early Morning,,,,
4243,Airport,41,Trip Completed,2016-07-14 06:02:00,06:02:47,2016-07-14,Thursday,Early Morning,2016-07-14 06:37:00,06:37:57,2016-07-14,Thursday
4244,City,,No Cars Available,2016-07-14 06:00:00,06:00:16,2016-07-14,Thursday,Early Morning,,,,
4245,City,105,Cancelled,2016-07-14 05:58:00,05:58:24,2016-07-14,Thursday,Early Morning,,,,
4246,City,,No Cars Available,2016-07-14 05:58:00,05:58:24,2016-07-14,Thursday,Early Morning,,,,
4247,City,,No Cars Available,2016-07-14 06:03:00,06:03:24,2016-07-14,Thursday,Early Morning,,,,
4248,City,246,Cancelled,2016-07-14 06:02:00,06:02:41,2016-07-14,Thursday,Early Morning,,,,
4249,City,118,Trip Completed,2016-07-14 06:03:00,06:03:18,2016-07-14,Thursday,Early Morning,2016-07-14 06:57:00,06:57:26,2016-07-14,Thursday
4250,City,229,Trip Completed,2016-07-14 05:58:00,05:58:18,2016-07-14,Thursday,Early Morning,2016-07-14 06:32:00,06:32:28,2016-07-14,Thursday
4251,City,296,Cancelled,2016-07-14 05:55:00,05:55:36,2016-07-14,Thursday,Early Morning,,,,
4252,City,178,Trip Completed,2016-07-14 06:05:00,06:05:14,2016-07-14,Thursday,Early Morning,2016-07-14 06:46:00,06:46:37,2016-07-14,Thursday
4253,City,256,Cancelled,2016-07-14 06:02:00,06:02:50,2016-07-14,Thursday,Early Morning,,,,
4254,City,205,Trip Completed,2016-07-14 06:06:00,06:06:21,2016-07-14,Thursday,Early Morning,2016-07-14 07:12:00,07:12:50,2016-07-14,Thursday
4255,City,207,Cancelled,2016-07-14 06:08:00,06:08:00,2016-07-14,Thursday,Early Morning,,,,
4256,City,,No Cars Available,2016-07-14 06:05:00,06:05:59,2016-07-14,Thursday,Early Morning,,,,
4257,City,95,Trip Completed,2016-07-14 06:10:00,06:10:44,2016-07-14,Thursday,Early Morning,2016-07-14 07:08:00,07:08:09,2016-07-14,Thursday
4258,City,287,Cancelled,2016-07-14 06:12:00,06:12:03,2016-07-14,Thursday,Early Morning,,,,
4259,City,,No Cars Available,2016-07-14 06:10:00,06:10:09,2016-07-14,Thursday,Early Morning,,,,
4260,Airport,19,Trip Completed,2016-07-14 06:11:00,06:11:51,2016-07-14,Thursday,Early Morning,2016-07-14 06:59:00,06:59:46,2016-07-14,Thursday
4261,City,,No Cars Available,2016-07-14 06:12:00,06:12:50,2016-07-14,Thursday,Early Morning,,,,
4262,City,,No Cars Available,2016-07-14 06:15:00,06:15:24,2016-07-14,Thursday,Early Morning,,,,
4263,Airport,70,Trip Completed,2016-07-14 06:10:00,06:10:32,2016-07-14,Thursday,Early Morning,2016-07-14 07:25:00,07:25:59,2016-07-14,Thursday
4264,City,254,Trip Completed,2016-07-14 06:15:00,06:15:08,2016-07-14,Thursday,Early Morning,2016-07-14 06:56:00,06:56:01,2016-07-14,Thursday
4265,City,,No Cars Available,2016-07-14 06:12:00,06:12:03,2016-07-14,Thursday,Early Morning,,,,
4266,Airport,168,Trip Completed,2016-07-14 06:10:00,06:10:03,2016-07-14,Thursday,Early Morning,2016-07-14 06:56:00,06:56:04,2016-07-14,Thursday
4267,City,,No Cars Available,2016-07-14 06:17:00,06:17:08,2016-07-14,Thursday,Early Morning,,,,
4269,City,,No Cars Available,2016-07-14 06:19:00,06:19:24,2016-07-14,Thursday,Early Morning,,,,
4270,Airport,1,Trip Completed,2016-07-14 06:15:00,06:15:32,2016-07-14,Thursday,Early Morning,2016-07-14 07:13:00,07:13:15,2016-07-14,Thursday
4271,City,127,Cancelled,2016-07-14 06:13:00,06:13:47,2016-07-14,Thursday,Early Morning,,,,
4272,City,17,Cancelled,2016-07-14 06:23:00,06:23:43,2016-07-14,Thursday,Early Morning,,,,
4273,City,23,Trip Completed,2016-07-14 06:17:00,06:17:01,2016-07-14,Thursday,Early Morning,2016-07-14 07:02:00,07:02:28,2016-07-14,Thursday
4274,City,96,Trip Completed,2016-07-14 06:18:00,06:18:59,2016-07-14,Thursday,Early Morning,2016-07-14 07:27:00,07:27:20,2016-07-14,Thursday
4275,City,,No Cars Available,2016-07-14 06:22:00,06:22:46,2016-07-14,Thursday,Early Morning,,,,
4276,City,39,Trip Completed,2016-07-14 06:22:00,06:22:04,2016-07-14,Thursday,Early Morning,2016-07-14 07:23:00,07:23:02,2016-07-14,Thursday
4277,City,270,Trip Completed,2016-07-14 06:22:00,06:22:48,2016-07-14,Thursday,Early Morning,2016-07-14 07:19:00,07:19:20,2016-07-14,Thursday
4278,City,69,Cancelled,2016-07-14 06:26:00,06:26:10,2016-07-14,Thursday,Early Morning,,,,
4279,City,,No Cars Available,2016-07-14 06:29:00,06:29:00,2016-07-14,Thursday,Early Morning,,,,
4280,City,4,Cancelled,2016-07-14 06:33:00,06:33:09,2016-07-14,Thursday,Early Morning,,,,
4281,City,108,Cancelled,2016-07-14 06:23:00,06:23:20,2016-07-14,Thursday,Early Morning,,,,
4282,City,,No Cars Available,2016-07-14 06:31:00,06:31:08,2016-07-14,Thursday,Early Morning,,,,
4283,City,,No Cars Available,2016-07-14 06:31:00,06:31:54,2016-07-14,Thursday,Early Morning,,,,
4284,Airport,130,Trip Completed,2016-07-14 06:33:00,06:33:45,2016-07-14,Thursday,Early Morning,2016-07-14 07:10:00,07:10:54,2016-07-14,Thursday
4285,City,226,Trip Completed,2016-07-14 06:33:00,06:33:47,2016-07-14,Thursday,Early Morning,2016-07-14 07:45:00,07:45:50,2016-07-14,Thursday
4286,City,47,Trip Completed,2016-07-14 06:35:00,06:35:07,2016-07-14,Thursday,Early Morning,2016-07-14 07:35:00,07:35:54,2016-07-14,Thursday
4287,City,157,Cancelled,2016-07-14 06:33:00,06:33:14,2016-07-14,Thursday,Early Morning,,,,
4288,City,251,Trip Completed,2016-07-14 06:35:00,06:35:37,2016-07-14,Thursday,Early Morning,2016-07-14 07:14:00,07:14:24,2016-07-14,Thursday
4289,City,,No Cars Available,2016-07-14 06:35:00,06:35:49,2016-07-14,Thursday,Early Morning,,,,
4290,City,284,Trip Completed,2016-07-14 06:36:00,06:36:01,2016-07-14,Thursday,Early Morning,2016-07-14 07:36:00,07:36:04,2016-07-14,Thursday
4291,City,,No Cars Available,2016-07-14 06:40:00,06:40:00,2016-07-14,Thursday,Early Morning,,,,
4292,City,,No Cars Available,2016-07-14 06:42:00,06:42:26,2016-07-14,Thursday,Early Morning,,,,
4293,City,11,Trip Completed,2016-07-14 06:42:00,06:42:36,2016-07-14,Thursday,Early Morning,2016-07-14 07:12:00,07:12:41,2016-07-14,Thursday
4294,City,84,Cancelled,2016-07-14 06:40:00,06:40:54,2016-07-14,Thursday,Early Morning,,,,
4295,City,,No Cars Available,2016-07-14 06:42:00,06:42:45,2016-07-14,Thursday,Early Morning,,,,
4296,City,5,Cancelled,2016-07-14 06:39:00,06:39:26,2016-07-14,Thursday,Early Morning,,,,
4297,City,5,Trip Completed,2016-07-14 06:43:00,06:43:01,2016-07-14,Thursday,Early Morning,2016-07-14 07:49:00,07:49:38,2016-07-14,Thursday
4298,City,77,Cancelled,2016-07-14 06:40:00,06:40:29,2016-07-14,Thursday,Early Morning,,,,
4299,City,230,Trip Completed,2016-07-14 06:40:00,06:40:36,2016-07-14,Thursday,Early Morning,2016-07-14 07:36:00,07:36:47,2016-07-14,Thursday
4300,City,78,Trip Completed,2016-07-14 06:46:00,06:46:29,2016-07-14,Thursday,Early Morning,2016-07-14 07:59:00,07:59:18,2016-07-14,Thursday
4301,City,86,Cancelled,2016-07-14 06:46:00,06:46:41,2016-07-14,Thursday,Early Morning,,,,
4302,City,103,Cancelled,2016-07-14 06:48:00,06:48:59,2016-07-14,Thursday,Early Morning,,,,
4303,City,225,Trip Completed,2016-07-14 06:44:00,06:44:29,2016-07-14,Thursday,Early Morning,2016-07-14 07:41:00,07:41:36,2016-07-14,Thursday
4304,City,209,Cancelled,2016-07-14 06:50:00,06:50:42,2016-07-14,Thursday,Early Morning,,,,
4305,City,235,Trip Completed,2016-07-14 06:46:00,06:46:32,2016-07-14,Thursday,Early Morning,2016-07-14 07:58:00,07:58:29,2016-07-14,Thursday
4306,City,,No Cars Available,2016-07-14 06:49:00,06:49:36,2016-07-14,Thursday,Early Morning,,,,
4307,City,,No Cars Available,2016-07-14 06:56:00,06:56:08,2016-07-14,Thursday,Early Morning,,,,
4308,City,157,Cancelled,2016-07-14 06:48:00,06:48:59,2016-07-14,Thursday,Early Morning,,,,
4309,Airport,,No Cars Available,2016-07-14 06:50:00,06:50:07,2016-07-14,Thursday,Early Morning,,,,
4310,City,177,Trip Completed,2016-07-14 06:48:00,06:48:51,2016-07-14,Thursday,Early Morning,2016-07-14 07:42:00,07:42:31,2016-07-14,Thursday
4311,City,212,Cancelled,2016-07-14 06:52:00,06:52:50,2016-07-14,Thursday,Early Morning,,,,
4312,City,45,Cancelled,2016-07-14 06:49:00,06:49:09,2016-07-14,Thursday,Early Morning,,,,
4313,City,114,Trip Completed,2016-07-14 06:49:00,06:49:43,2016-07-14,Thursday,Early Morning,2016-07-14 07:44:00,07:44:15,2016-07-14,Thursday
4314,City,133,Cancelled,2016-07-14 06:51:00,06:51:11,2016-07-14,Thursday,Early Morning,,,,
4315,City,151,Trip Completed,2016-07-14 06:46:00,06:46:52,2016-07-14,Thursday,Early Morning,2016-07-14 07:33:00,07:33:32,2016-07-14,Thursday
4316,City,234,Trip Completed,2016-07-14 06:54:00,06:54:05,2016-07-14,Thursday,Early Morning,2016-07-14 08:07:00,08:07:31,2016-07-14,Thursday
4317,City,,No Cars Available,2016-07-14 06:51:00,06:51:18,2016-07-14,Thursday,Early Morning,,,,
4318,City,,No Cars Available,2016-07-14 06:51:00,06:51:23,2016-07-14,Thursday,Early Morning,,,,
4319,Airport,85,Trip Completed,2016-07-14 06:54:00,06:54:47,2016-07-14,Thursday,Early Morning,2016-07-14 08:09:00,08:09:53,2016-07-14,Thursday
4320,City,,No Cars Available,2016-07-14 07:02:00,07:02:37,2016-07-14,Thursday,Morning,,,,
4321,City,44,Trip Completed,2016-07-14 06:56:00,06:56:17,2016-07-14,Thursday,Early Morning,2016-07-14 07:47:00,07:47:58,2016-07-14,Thursday
4322,Airport,77,Trip Completed,2016-07-14 07:04:00,07:04:32,2016-07-14,Thursday,Morning,2016-07-14 07:30:00,07:30:47,2016-07-14,Thursday
4323,City,190,Cancelled,2016-07-14 07:00:00,07:00:12,2016-07-14,Thursday,Morning,,,,
4324,City,,No Cars Available,2016-07-14 07:04:00,07:04:11,2016-07-14,Thursday,Morning,,,,
4325,City,243,Trip Completed,2016-07-14 07:10:00,07:10:09,2016-07-14,Thursday,Morning,2016-07-14 08:08:00,08:08:59,2016-07-14,Thursday
4326,City,22,Cancelled,2016-07-14 07:08:00,07:08:58,2016-07-14,Thursday,Morning,,,,
4327,City,139,Cancelled,2016-07-14 07:07:00,07:07:05,2016-07-14,Thursday,Morning,,,,
4328,City,56,Cancelled,2016-07-14 07:07:00,07:07:46,2016-07-14,Thursday,Morning,,,,
4329,City,64,Cancelled,2016-07-14 07:08:00,07:08:40,2016-07-14,Thursday,Morning,,,,
4330,City,262,Cancelled,2016-07-14 07:13:00,07:13:49,2016-07-14,Thursday,Morning,,,,
4331,City,202,Cancelled,2016-07-14 07:10:00,07:10:46,2016-07-14,Thursday,Morning,,,,
4332,City,221,Trip Completed,2016-07-14 07:10:00,07:10:55,2016-07-14,Thursday,Morning,2016-07-14 08:06:00,08:06:45,2016-07-14,Thursday
4333,City,,No Cars Available,2016-07-14 07:13:00,07:13:05,2016-07-14,Thursday,Morning,,,,
4334,City,,No Cars Available,2016-07-14 07:18:00,07:18:15,2016-07-14,Thursday,Morning,,,,
4335,City,8,Cancelled,2016-07-14 07:13:00,07:13:52,2016-07-14,Thursday,Morning,,,,
4336,City,166,Trip Completed,2016-07-14 07:14:00,07:14:05,2016-07-14,Thursday,Morning,2016-07-14 08:34:00,08:34:21,2016-07-14,Thursday
4337,City,266,Trip Completed,2016-07-14 07:10:00,07:10:55,2016-07-14,Thursday,Morning,2016-07-14 07:42:00,07:42:17,2016-07-14,Thursday
4338,City,295,Cancelled,2016-07-14 07:20:00,07:20:59,2016-07-14,Thursday,Morning,,,,
4339,City,119,Trip Completed,2016-07-14 07:13:00,07:13:49,2016-07-14,Thursday,Morning,2016-07-14 07:50:00,07:50:21,2016-07-14,Thursday
4340,City,218,Trip Completed,2016-07-14 07:13:00,07:13:44,2016-07-14,Thursday,Morning,2016-07-14 08:07:00,08:07:17,2016-07-14,Thursday
4341,City,281,Trip Completed,2016-07-14 07:14:00,07:14:10,2016-07-14,Thursday,Morning,2016-07-14 08:26:00,08:26:03,2016-07-14,Thursday
4342,City,108,Trip Completed,2016-07-14 07:17:00,07:17:09,2016-07-14,Thursday,Morning,2016-07-14 08:15:00,08:15:45,2016-07-14,Thursday
4343,Airport,170,Trip Completed,2016-07-14 07:17:00,07:17:34,2016-07-14,Thursday,Morning,2016-07-14 08:07:00,08:07:51,2016-07-14,Thursday
4344,City,,No Cars Available,2016-07-14 07:15:00,07:15:56,2016-07-14,Thursday,Morning,,,,
4345,City,139,Cancelled,2016-07-14 07:22:00,07:22:16,2016-07-14,Thursday,Morning,,,,
4346,City,190,Cancelled,2016-07-14 07:21:00,07:21:06,2016-07-14,Thursday,Morning,,,,
4347,City,,No Cars Available,2016-07-14 07:18:00,07:18:44,2016-07-14,Thursday,Morning,,,,
4348,City,,No Cars Available,2016-07-14 07:23:00,07:23:46,2016-07-14,Thursday,Morning,,,,
4349,City,224,Cancelled,2016-07-14 07:18:00,07:18:19,2016-07-14,Thursday,Morning,,,,
4350,City,10,Trip Completed,2016-07-14 07:24:00,07:24:43,2016-07-14,Thursday,Morning,2016-07-14 08:22:00,08:22:09,2016-07-14,Thursday
4351,Airport,255,Trip Completed,2016-07-14 07:24:00,07:24:48,2016-07-14,Thursday,Morning,2016-07-14 08:17:00,08:17:53,2016-07-14,Thursday
4352,City,,No Cars Available,2016-07-14 07:21:00,07:21:03,2016-07-14,Thursday,Morning,,,,
4353,City,,No Cars Available,2016-07-14 07:24:00,07:24:00,2016-07-14,Thursday,Morning,,,,
4354,City,288,Cancelled,2016-07-14 07:26:00,07:26:35,2016-07-14,Thursday,Morning,,,,
4355,City,90,Trip Completed,2016-07-14 07:19:00,07:19:07,2016-07-14,Thursday,Morning,2016-07-14 07:59:00,07:59:34,2016-07-14,Thursday
4356,City,54,Cancelled,2016-07-14 07:23:00,07:23:36,2016-07-14,Thursday,Morning,,,,
4357,City,59,Cancelled,2016-07-14 07:31:00,07:31:35,2016-07-14,Thursday,Morning,,,,
4358,Airport,115,Trip Completed,2016-07-14 07:25:00,07:25:12,2016-07-14,Thursday,Morning,2016-07-14 08:08:00,08:08:40,2016-07-14,Thursday
4359,City,98,Trip Completed,2016-07-14 07:27:00,07:27:05,2016-07-14,Thursday,Morning,2016-07-14 08:03:00,08:03:57,2016-07-14,Thursday
4360,City,67,Cancelled,2016-07-14 07:30:00,07:30:30,2016-07-14,Thursday,Morning,,,,
4361,City,107,Trip Completed,2016-07-14 07:29:00,07:29:29,2016-07-14,Thursday,Morning,2016-07-14 08:28:00,08:28:35,2016-07-14,Thursday
4362,City,,No Cars Available,2016-07-14 07:30:00,07:30:16,2016-07-14,Thursday,Morning,,,,
4363,City,45,Cancelled,2016-07-14 07:29:00,07:29:23,2016-07-14,Thursday,Morning,,,,
4364,Airport,49,Trip Completed,2016-07-14 07:26:00,07:26:46,2016-07-14,Thursday,Morning,2016-07-14 08:07:00,08:07:07,2016-07-14,Thursday
4365,City,138,Cancelled,2016-07-14 07:28:00,07:28:41,2016-07-14,Thursday,Morning,,,,
4366,City,152,Cancelled,2016-07-14 07:29:00,07:29:14,2016-07-14,Thursday,Morning,,,,
4367,City,,No Cars Available,2016-07-14 07:35:00,07:35:22,2016-07-14,Thursday,Morning,,,,
4368,City,68,Trip Completed,2016-07-14 07:38:00,07:38:59,2016-07-14,Thursday,Morning,2016-07-14 08:11:00,08:11:28,2016-07-14,Thursday
4369,City,79,Trip Completed,2016-07-14 07:37:00,07:37:30,2016-07-14,Thursday,Morning,2016-07-14 08:18:00,08:18:10,2016-07-14,Thursday
4370,City,100,Trip Completed,2016-07-14 07:36:00,07:36:53,2016-07-14,Thursday,Morning,2016-07-14 08:16:00,08:16:29,2016-07-14,Thursday
4371,City,161,Trip Completed,2016-07-14 07:34:00,07:34:57,2016-07-14,Thursday,Morning,2016-07-14 08:24:00,08:24:33,2016-07-14,Thursday
4372,City,220,Trip Completed,2016-07-14 07:32:00,07:32:52,2016-07-14,Thursday,Morning,2016-07-14 08:49:00,08:49:55,2016-07-14,Thursday
4373,City,,No Cars Available,2016-07-14 07:39:00,07:39:56,2016-07-14,Thursday,Morning,,,,
4374,City,120,Cancelled,2016-07-14 07:35:00,07:35:39,2016-07-14,Thursday,Morning,,,,
4375,City,183,Trip Completed,2016-07-14 07:38:00,07:38:26,2016-07-14,Thursday,Morning,2016-07-14 08:42:00,08:42:05,2016-07-14,Thursday
4376,City,245,Cancelled,2016-07-14 07:41:00,07:41:41,2016-07-14,Thursday,Morning,,,,
4377,City,257,Trip Completed,2016-07-14 07:46:00,07:46:59,2016-07-14,Thursday,Morning,2016-07-14 08:10:00,08:10:56,2016-07-14,Thursday
4378,City,268,Trip Completed,2016-07-14 07:36:00,07:36:48,2016-07-14,Thursday,Morning,2016-07-14 08:22:00,08:22:15,2016-07-14,Thursday
4379,City,236,Cancelled,2016-07-14 07:43:00,07:43:57,2016-07-14,Thursday,Morning,,,,
4380,City,229,Cancelled,2016-07-14 07:47:00,07:47:21,2016-07-14,Thursday,Morning,,,,
4381,City,114,Cancelled,2016-07-14 07:45:00,07:45:41,2016-07-14,Thursday,Morning,,,,
4382,City,,No Cars Available,2016-07-14 07:48:00,07:48:04,2016-07-14,Thursday,Morning,,,,
4383,City,3,Cancelled,2016-07-14 07:48:00,07:48:31,2016-07-14,Thursday,Morning,,,,
4384,City,64,Trip Completed,2016-07-14 07:49:00,07:49:20,2016-07-14,Thursday,Morning,2016-07-14 08:54:00,08:54:46,2016-07-14,Thursday
4385,City,162,Trip Completed,2016-07-14 07:51:00,07:51:59,2016-07-14,Thursday,Morning,2016-07-14 08:24:00,08:24:08,2016-07-14,Thursday
4386,City,165,Cancelled,2016-07-14 07:48:00,07:48:25,2016-07-14,Thursday,Morning,,,,
4387,City,184,Cancelled,2016-07-14 07:54:00,07:54:18,2016-07-14,Thursday,Morning,,,,
4388,Airport,185,Trip Completed,2016-07-14 07:50:00,07:50:14,2016-07-14,Thursday,Morning,2016-07-14 08:48:00,08:48:46,2016-07-14,Thursday
4389,City,285,Cancelled,2016-07-14 07:56:00,07:56:57,2016-07-14,Thursday,Morning,,,,
4390,City,38,Cancelled,2016-07-14 08:01:00,08:01:16,2016-07-14,Thursday,Morning,,,,
4391,City,88,Trip Completed,2016-07-14 07:52:00,07:52:04,2016-07-14,Thursday,Morning,2016-07-14 09:02:00,09:02:00,2016-07-14,Thursday
4392,City,240,Cancelled,2016-07-14 07:56:00,07:56:17,2016-07-14,Thursday,Morning,,,,
4393,City,,No Cars Available,2016-07-14 07:54:00,07:54:34,2016-07-14,Thursday,Morning,,,,
4394,City,,No Cars Available,2016-07-14 08:00:00,08:00:33,2016-07-14,Thursday,Morning,,,,
4395,City,19,Trip Completed,2016-07-14 08:00:00,08:00:15,2016-07-14,Thursday,Morning,2016-07-14 08:54:00,08:54:39,2016-07-14,Thursday
4396,City,129,Cancelled,2016-07-14 07:55:00,07:55:58,2016-07-14,Thursday,Morning,,,,
4397,City,163,Trip Completed,2016-07-14 07:56:00,07:56:05,2016-07-14,Thursday,Morning,2016-07-14 08:57:00,08:57:30,2016-07-14,Thursday
4398,City,70,Trip Completed,2016-07-14 08:03:00,08:03:25,2016-07-14,Thursday,Morning,2016-07-14 09:01:00,09:01:47,2016-07-14,Thursday
4399,City,175,Cancelled,2016-07-14 08:02:00,08:02:44,2016-07-14,Thursday,Morning,,,,
4400,Airport,284,Trip Completed,2016-07-14 08:01:00,08:01:59,2016-07-14,Thursday,Morning,2016-07-14 08:44:00,08:44:13,2016-07-14,Thursday
4401,City,57,Cancelled,2016-07-14 08:03:00,08:03:39,2016-07-14,Thursday,Morning,,,,
4402,City,136,Trip Completed,2016-07-14 08:04:00,08:04:44,2016-07-14,Thursday,Morning,2016-07-14 09:10:00,09:10:17,2016-07-14,Thursday
4403,City,171,Cancelled,2016-07-14 08:01:00,08:01:10,2016-07-14,Thursday,Morning,,,,
4404,City,212,Cancelled,2016-07-14 07:55:00,07:55:00,2016-07-14,Thursday,Morning,,,,
4405,City,,No Cars Available,2016-07-14 08:01:00,08:01:13,2016-07-14,Thursday,Morning,,,,
4406,City,171,Cancelled,2016-07-14 08:02:00,08:02:38,2016-07-14,Thursday,Morning,,,,
4407,City,,No Cars Available,2016-07-14 08:08:00,08:08:27,2016-07-14,Thursday,Morning,,,,
4408,City,135,Trip Completed,2016-07-14 08:02:00,08:02:46,2016-07-14,Thursday,Morning,2016-07-14 08:40:00,08:40:21,2016-07-14,Thursday
4409,City,271,Trip Completed,2016-07-14 08:10:00,08:10:55,2016-07-14,Thursday,Morning,2016-07-14 09:17:00,09:17:44,2016-07-14,Thursday
4410,City,172,Cancelled,2016-07-14 08:06:00,08:06:48,2016-07-14,Thursday,Morning,,,,
